timestamp,src_ip,session,ttylog,sha256,duplicate,duration_ms,tty_size
2026-08-15T21:54:50.495072Z,170.205.28.204,262da9c3f3dd,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:54:51.607030Z,170.205.28.204,2eea01d0e6f7,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,143,3
2026-08-15T21:54:52.682956Z,170.205.28.204,ae1496556b7e,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,140,3
2026-08-15T21:54:53.790926Z,170.205.28.204,29e6aa653bef,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,141,3
2026-08-15T21:54:54.917336Z,170.205.28.204,21222d7f68ae,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,148,3
2026-08-15T21:54:55.998601Z,170.205.28.204,1076886169c9,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:54:57.090102Z,170.205.28.204,7d892040be1d,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:54:58.193423Z,170.205.28.204,bda501ebf623,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,146,3
2026-08-15T21:54:59.323395Z,170.205.28.204,f625b9d8f253,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,145,3
2026-08-15T21:55:00.479312Z,170.205.28.204,67623ede8ce7,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,151,3
2026-08-15T21:55:01.574964Z,170.205.28.204,15d7cfb365b1,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,147,3
2026-08-15T21:55:02.676364Z,170.205.28.204,51f6b2b914e4,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,145,3
